GRID
0.137666667 
0.354666667 
0.577500000 
0.858666667 
1.218000000 
1.605333333 
2.037333333 
2.486666667 
2.998666667 
3.209333333 
3.428000000 
3.625333333 
3.832000000 
4.012000000 
4.253333333 
4.468000000 
4.684000000 
4.888000000 
5.130666667 
5.460000000 
5.824000000 
6.201333333 
6.925333333 
7.749333333 
8.628000000 
8.905333333 
9.093333333 
9.332000000 
9.542666667 
9.774666667 
10.013333333 
10.248000000 
10.476000000 
10.740000000 
10.990666667 
11.300000000 
11.668000000 
12.264000000 
13.105333333 
14.049333333 
15.041333333 
16.166666667 
16.366666667 
16.572000000 
16.778437500 
16.989333333 
17.229333333 
17.417333333 
17.671500000 
17.922666667 
18.201333333 
18.482333333 
18.762333333 
19.063333333 
19.386500000 
19.790166667 
20.269666667 
20.858833333 
21.821333333 
